"ID",,,,,"è≥ë¯",S1111,S1121,S1211,S1221,S1TTL,S2111,S2121,S2131,S2211,S2221,S2231,S2TTL,S3111,S3121,S3131,S3141,S3211,S3221,S3231,S3TTL,S4111,S4112,S4121,S4131,S4141,S4211,S4221,S4231,S4241,S4311,S4321,S4331,S4341,S4351,S4TTL,S5111,S5121,S5131,S5141,S5211,S5221,S5311,S5321,S5411,S5421,S5511,S5521,S5TTL,S6111,S6121,S6131,S6211,S6221,S6311,S6321,S6TTL,STTL,101,102,103,104,105,111,112,113,114,115,116,117,118,119,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1131,1132,1133,1135,1136,1137,1138,1139,1140,1141,1142,1143,1144,1145,1146,1147,1148,1149,1150,1151,1210,1211
="22",="41",="0001",="13",="000",="1",2,1,2,2,7,1,1,1,2,2,1,8,1,2,1,1,1,2,2,10,"",1,1,1,1,2,2,1,1,2,2,2,2,2,20,2,2,2,2,2,2,2,0,2,1,1,1,19,2,2,2,2,2,3,3,16,80,0,0.87,0,0.87,1.74,1,1,604,534,70.35,1,1,1,2,2,2,1,2,2,1,31,52.4,6.3,23,0,23,1,1,1,3,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,33,8.1,10.2,1147,1039,108,0,0,0,1,1
="22",="41",="0001",="14",="000",="1",1,2,2,1,6,1,1,1,2,2,2,9,2,2,2,2,1,2,2,13,"",2,2,1,1,2,2,2,1,2,2,2,2,2,23,2,2,2,2,2,2,2,2,2,2,2,2,24,2,2,2,2,2,3,3,16,91,1.85,0,0,0,0,1,1,604,534,70.35,1,1,1,1,1,2,2,2,2,1,34,70.8,13.3,24,0,24,2,1,1,3,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,36.7,9.5,10.2,1620,858,596,0,0,0,1,1
="22",="45",="0001",="01",="000",="1",1,2,2,1,6,1,2,1,1,2,1,8,2,2,2,2,2,2,2,14,"",2,2,2,2,1,2,1,1,2,2,2,2,2,23,2,2,2,0,0,0,1,2,2,"",2,2,15,1,2,2,2,2,1,2,12,78,0,0,0,0,1.5,2,1,491,404,71.9,1,2,1,2,1,1,2,2,2,1,30,86.3,5.6,30,0,26,3,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,35,13.3,13.3,1333,283,177,0,0,0,1,1
="22",="45",="0001",="02",="000",="1",1,2,2,2,7,2,2,2,2,2,1,11,2,2,2,1,2,2,1,12,"",2,2,1,2,2,2,1,1,1,1,1,1,2,19,2,2,2,1,0,1,2,2,1,2,1,1,17,1,1,2,2,2,3,2,13,79,0.77,0.38,0.38,1.15,7.31,2,2,491,404,71.9,1,2,1,2,1,1,2,2,2,1,46,87.7,11.4,11,0,25,4,1,1,8,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,37,10.5,0,2600,245,985,0,0,0,1,1
="22",="45",="0001",="03",="000",="1",1,2,2,2,7,2,1,2,1,2,2,10,2,2,2,2,1,2,1,12,"",2,2,1,2,2,2,2,1,2,1,1,1,2,21,2,2,2,1,2,0,2,2,1,2,1,1,18,1,2,2,2,2,3,2,14,82,2.96,1.18,0,0,1.77,2,2,491,404,71.9,1,2,1,2,1,2,2,2,2,1,42,72.4,15.24,25,0,25,3,1,1,8,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,0,0,13.3,1691,684,452,0,0,0,1,1
="22",="45",="0001",="04",="000",="1",2,2,1,2,7,2,2,2,1,2,1,10,1,2,2,2,2,2,1,12,"",2,2,2,2,2,2,1,1,1,2,2,2,2,23,2,2,2,2,0,1,1,2,1,2,2,2,19,1,1,0,2,2,2,1,9,80,3.15,0.53,0,0,4.2,2,1,491,404,71.9,1,1,1,1,1,2,2,2,2,1,45,66.2,19.3,27,0,24,3,1,1,8,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,36.8,13,13.3,1903,1053,595,0,0,0,3,1
="22",="45",="0001",="05",="000",="1",1,2,1,1,5,2,1,1,1,1,2,8,1,1,1,2,1,2,1,9,"",2,2,1,2,2,0,1,0,1,2,2,1,2,18,1,2,1,0,2,1,2,0,1,1,1,1,13,1,1,0,2,2,3,2,11,64,1.99,0,0,0,4.47,2,1,491,404,71.9,1,1,1,2,1,2,2,2,2,1,42,92.72,15.28,25,0,25,3,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,35,11,13.3,2015,317,576,0,0,0,1,1
="22",="45",="0001",="06",="000",="1",1,2,2,1,6,2,2,2,0,2,2,10,2,2,2,2,1,2,2,13,"",2,2,2,2,2,2,1,1,1,2,2,2,2,23,2,2,2,2,1,1,2,2,1,2,2,2,21,1,2,2,2,2,3,1,13,86,1.69,0.42,0.42,0,0.42,2,1,491,404,71.9,1,1,1,2,1,2,2,2,2,1,44,85.7,24.6,26,0,25,4,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2362,688,1316,0,0,0,1,1
="22",="45",="0001",="07",="000",="1",1,"",2,0,3,1,2,0,1,2,"",6,2,2,1,2,1,2,1,11,"",1,2,1,1,1,1,1,0,0,0,0,0,2,10,1,1,2,0,0,0,1,2,1,1,1,1,11,1,1,0,2,2,2,1,9,50,0.46,0,1.37,0.46,7.29,2,1,491,404,71.9,1,2,1,2,1,2,2,2,2,1,45,76.64,11.7,26,0,24,3,2,1,8,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,0,0,13.3,2195,0,0,0,0,0,1,1
="22",="45",="0001",="08",="000",="1",2,1,2,2,7,2,1,1,2,2,1,9,2,2,2,2,1,2,1,12,"",2,2,2,2,2,2,1,1,1,2,2,2,0,21,2,2,2,1,1,1,2,2,1,2,2,2,20,1,2,2,2,2,3,2,14,83,2.46,0.49,0,0.99,4.43,2,1,491,404,71.9,1,1,1,1,2,2,2,2,2,1,39,88.7,16.6,29,0,28,4,1,1,8,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,36,4,13.3,2030,313,1020,0,0,0,1,2
="22",="45",="0001",="10",="000",="1",1,1,2,1,5,1,2,0,2,2,1,8,0,0,0,2,2,2,1,7,"",2,2,2,2,1,2,0,0,2,2,2,2,0,19,2,2,2,1,0,0,2,2,2,2,1,1,17,1,2,0,2,2,2,2,11,67,0,1.14,0,0,2.29,2,2,491,404,71.9,1,2,1,2,2,2,1,2,2,1,32,46.99,5.18,27,1,25,3,1,1,8,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,39,15.7,13.3,875,156,677,0,0,0,4,1
="22",="45",="0001",="11",="000",="1",1,1,2,1,5,1,1,1,2,0,1,6,2,2,2,2,1,2,1,12,"",2,2,2,2,2,0,1,0,2,2,2,2,2,21,2,2,2,1,0,1,2,2,1,2,2,2,19,1,1,2,2,2,3,2,13,76,1.89,1.89,1.89,1.26,0.63,2,1,491,404,71.9,1,1,1,2,2,2,2,1,2,6,35,47.1,34.1,26,0,26,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,42,0,13.3,1584,246,949,0,0,0,1,1
="22",="45",="0003",="02",="000",="1",1,2,1,2,6,2,1,1,2,2,2,10,2,2,1,1,1,1,1,9,"",2,2,1,2,2,2,2,2,1,1,1,1,0,19,2,2,2,1,1,1,2,0,2,2,1,1,17,2,1,1,2,2,3,2,13,74,0.89,0.13,0,0,3.55,1,1,632,596,69.1,1,2,1,2,1,2,2,2,2,1,48,85.2,14.2,30.75,0,21,4,1,1,8,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,34.8,11.6,0,2252,442,1539,0,0,0,2,2
="22",="45",="0003",="03",="000",="1",2,2,1,2,7,2,1,2,2,2,2,11,2,2,2,2,2,1,2,13,"",2,1,2,1,2,2,1,2,2,2,2,2,2,23,2,2,2,1,2,2,2,2,2,2,1,1,21,1,1,2,2,2,2,2,12,87,2.09,0,0,0,2.09,1,1,632,596,69.1,1,1,1,2,2,2,2,1,2,6,36,48.2,53.8,14,0,14,2.46,1,1,8,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,41.6,0,0,958,27,620,0,0,0,1,1
="22",="45",="0003",="04",="000",="1",1,2,1,1,5,1,2,2,2,2,2,11,0,2,2,2,1,1,1,9,"",2,1,1,1,1,2,1,2,1,1,1,1,0,15,1,2,2,1,0,0,1,2,2,2,2,2,17,1,1,0,2,2,2,2,10,67,1.73,0.43,0.43,0.43,0.43,1,1,632,596,69.1,1,2,1,2,1,2,2,2,2,1,48,70.9,13.5,29,0,29,2,1,1,8,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,32.2,0,0,2308,531,869,0,0,0,2,1
="22",="45",="0003",="05",="000",="1",2,2,2,2,8,1,2,2,2,2,1,10,2,2,2,1,"",1,2,10,"",2,2,2,2,2,2,1,1,2,2,2,2,2,24,2,2,2,1,2,2,2,2,2,2,1,1,21,2,2,2,2,2,2,2,14,87,0.44,0.44,0,1.76,1.32,1,1,596,596,69.1,1,2,1,1,1,2,2,2,2,1,48,79.2,11.2,29,0,25,2,1,1,8,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,35.3,8.2,0,2269,160,1309,0,0,0,2,2
="22",="45",="0003",="06",="000",="1",1,1,1,1,4,1,1,1,2,2,1,8,1,2,2,2,1,1,1,10,"",2,2,1,1,2,2,1,1,2,1,2,2,0,19,1,2,2,1,2,2,2,2,2,1,1,2,20,1,1,1,2,1,0,2,8,69,0,1.75,0,0,2.62,1,1,632,596,69.1,1,1,1,1,2,2,1,2,2,1,35,64.2,10,25,0,25,3,1,1,8,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,31.7,0,0,1145,424,439,0,0,0,1,1
="22",="45",="0003",="07",="000",="1",2,2,1,1,6,2,2,2,2,2,1,11,2,2,2,2,1,1,2,12,"",1,2,2,2,2,0,1,1,2,2,2,2,2,21,2,2,2,2,1,1,2,2,1,2,2,2,21,1,2,2,2,2,3,2,14,85,0.55,0,0,0,1.64,1,1,632,596,69.1,1,2,1,2,2,1,2,2,2,1,39,73.9,8.3,23,0,23,5.75,1,1,8,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,32.2,8.9,0,1830,169,490,0,0,0,2,2
="22",="45",="0003",="08",="000",="1",2,1,1,2,6,2,1,2,1,2,2,10,2,2,2,1,1,1,1,10,"",2,1,2,2,2,2,1,1,2,2,2,2,0,21,2,2,2,0,2,2,2,2,2,2,1,1,20,1,2,2,2,2,3,3,15,82,0,0,0.89,0,0.89,1,1,632,596,69.1,1,1,1,2,2,1,1,2,2,3,24,85.2,45.4,45,0,45,3,1,1,8,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,33,10,0,57,42,15,0,0,0,1,1
="22",="45",="0003",="09",="000",="1",1,2,1,1,5,2,1,2,2,2,1,10,2,2,2,2,1,1,2,12,"",2,1,2,1,2,2,1,1,2,1,1,1,2,19,1,2,2,2,2,2,1,0,2,2,1,1,18,1,2,2,2,2,2,2,13,77,1.23,0,0.82,0,1.64,1,1,596,596,69.1,1,2,1,1,2,2,2,2,2,1,52,65.4,19,27,0,27,4,1,1,8,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,0,0,0,2439,300,1374,0,0,0,2,2
="22",="45",="0003",="10",="000",="1",1,1,2,2,6,2,1,2,1,2,1,9,2,2,2,2,2,1,2,13,"",2,1,1,1,2,2,2,2,2,2,2,2,0,21,2,2,2,2,2,2,1,0,1,2,1,1,18,2,1,2,2,2,2,2,13,80,0.42,0.41,0,0,1.23,1,1,596,596,69.1,1,1,1,1,2,2,2,2,2,1,48,76.6,12.2,28,0,28,5,1,1,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2444,382,1111,0,0,0,2,2
="22",="45",="0003",="11",="000",="1",1,2,1,1,5,2,2,1,2,2,1,10,2,2,2,1,1,1,1,10,"",1,2,1,2,2,2,1,1,1,1,2,2,2,20,2,2,2,0,2,1,1,0,1,2,2,2,17,1,1,2,2,2,3,2,13,75,0.43,0,0.86,0,0.43,1,1,596,596,69.1,1,1,1,2,1,2,2,2,2,1,50,76,10.1,28,0,20,5,1,1,8,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,38.7,0,0,2316,479,777,0,0,0,2,2
="22",="45",="0003",="12",="000",="1",1,2,2,2,7,1,1,1,2,2,1,8,2,2,2,2,1,1,2,12,"",1,1,2,2,2,2,1,1,1,2,2,2,0,19,2,2,2,1,2,2,2,2,2,2,1,1,21,1,1,2,2,2,2,3,13,80,1.63,0,0.41,0.41,0.41,1,1,596,596,69.1,1,2,1,1,2,2,2,2,2,1,50,76.5,13.6,30,0,29,5,1,1,8,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,36.3,0,0,2455,769,743,0,0,0,2,2
="22",="45",="0003",="13",="000",="1",0,1,1,1,3,1,1,2,1,2,1,8,2,2,2,2,2,1,1,12,"",2,1,1,1,2,2,2,1,2,2,2,2,2,22,2,2,2,1,2,2,1,0,1,2,2,1,18,1,2,2,1,2,0,3,11,74,1.99,1.99,0.5,0.5,1.99,1,1,596,596,78.79,1,2,1,2,1,2,2,2,2,1,45,69.9,11.9,24,0,24,4,1,1,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,2009,322,322,0,0,0,1,1
="22",="45",="0003",="14",="000",="1",1,2,1,2,6,2,2,2,2,2,2,12,2,2,2,2,2,1,1,12,"",2,2,2,2,2,2,1,1,2,2,2,2,2,24,2,2,2,1,2,0,2,2,2,2,2,2,21,1,2,2,2,2,3,2,14,89,1.69,0.56,0,0,0,1,1,632,596,69.1,1,2,1,2,1,2,2,2,2,1,45,69.4,16.8,25,0,25,3.54,1,1,8,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,33.7,11,0,1779,287,737,0,0,0,2,2
="22",="45",="0003",="16",="000",="1",2,2,2,2,8,2,2,2,2,2,2,12,2,2,2,2,2,2,1,13,"",2,2,2,2,2,2,0,1,2,2,2,2,2,23,2,2,2,2,2,2,2,2,2,2,2,2,24,2,2,2,2,2,3,3,16,96,0,0,4.41,0,1.47,1,1,632,596,69.1,1,1,1,2,1,2,2,2,2,3,16,54.3,30.5,45,0,45,2,1,1,8,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,680,680,0,0,0,0,1,1
="22",="45",="0003",="17",="000",="1",2,2,2,2,8,2,1,2,2,2,1,10,1,2,1,1,2,1,1,9,"",1,2,1,2,2,0,1,1,2,2,2,2,2,20,2,2,2,2,2,2,2,0,2,1,1,1,19,1,2,2,2,2,3,3,15,81,0,0,1.12,0,2.24,1,1,632,596,69.1,1,2,1,2,2,2,2,2,2,3,20,77.2,10.3,45,0,41,3,1,1,8,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,36.5,12.1,0,894,727,120,0,0,0,1,1
="22",="45",="0004",="01",="000",="1",1,2,1,2,6,1,1,2,1,2,1,8,1,1,1,2,2,1,1,9,"",2,1,1,1,2,2,1,0,2,2,2,2,2,20,2,2,1,1,0,0,2,2,1,1,1,1,14,1,1,2,1,1,2,2,10,67,1.58,0,0,0,3.16,3,5,196,75,59.4,1,2,2,1,1,2,2,2,2,1,28,52.3,11.4,16,6,22,4,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,0,0,0,632,164,225,0,0,0,2,2
="22",="45",="0004",="02",="000",="1",1,2,2,2,7,2,2,2,2,2,2,12,1,1,1,2,2,1,1,9,"",2,2,1,2,2,2,2,0,2,2,2,2,2,23,2,2,2,2,0,0,2,2,1,2,2,2,19,1,2,2,2,2,1,2,12,82,2.18,0,0,0,0.44,4,2,196,96,67,1,1,2,1,1,2,2,2,2,1,46,67,11,28,3,28,6,1,1,6,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,0,0,0,2298,545,583,0,0,0,2,2
="22",="45",="0004",="03",="000",="0",1,2,1,2,6,2,2,1,1,2,1,9,1,1,1,2,2,1,1,9,"",2,2,1,2,2,2,1,0,2,2,2,2,2,22,1,2,2,2,0,0,2,2,2,1,1,1,16,1,2,2,1,2,2,1,11,73,1.61,0.4,1.21,0,0,3,5,198,52,0,1,2,2,2,2,2,2,2,2,8,52,76.8,25.1,25.8,1.8,25.8,7,1,1,1,2,2,1,2,1,3,1,2,2,2,2,2,2,2,1,0,0,0,2477,629,1384,0,0,0,2,2
="22",="45",="0004",="04",="000",="1",2,2,2,2,8,2,1,1,2,2,2,10,2,2,1,2,2,1,1,11,"",2,2,1,2,2,2,1,0,2,2,2,2,2,22,2,2,2,1,0,1,2,2,2,1,1,1,17,1,2,2,1,2,1,0,9,77,1.65,0,0.55,0,0,3,1,196,99,75,1,,2,1,1,2,2,2,2,4,45,63,27.9,13,6,18,6,1,1,2,1,2,1,2,1,4,1,2,2,1,2,2,2,1,1,46,13.8,14,1814,844,646,0,0,0,2,2
="22",="47",="0002",="01",="000",="1",1,2,1,2,6,2,1,1,2,2,2,10,1,2,2,1,2,2,1,11,"",2,2,1,0,2,0,1,1,1,1,1,1,2,15,2,2,2,2,2,2,2,2,2,1,1,1,21,1,1,2,1,2,3,2,12,75,1.32,0,0,0,1.98,1,1,560,73.7,73.7,1,2,1,2,2,1,2,2,2,1,31,80.9,6.8,22,0,22,3,2,1,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,35.2,8.5,9.6,1514,232,565,25210609,19505950165,985234,1,2
="22",="47",="0002",="02",="000",="1",0,0,1,2,3,1,1,1,2,2,2,9,2,2,2,2,2,"",1,11,"",2,1,1,1,2,0,1,2,2,2,0,2,2,18,2,2,2,0,0,0,2,2,1,2,1,2,16,1,1,2,2,2,3,3,14,71,2.02,2.02,2.02,1.01,1.01,1,1,600,550,73.7,1,1,1,1,2,2,1,2,2,1,38,58.3,10.3,30,0,30,2,2,1,8,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,30.5,6.6,0,992,349,491,0,0,0,1,1
="22",="47",="0002",="03",="000",="1",2,1,1,2,6,1,1,1,1,2,2,8,2,2,2,2,2,1,1,12,"",2,1,2,1,2,0,2,2,1,1,1,1,2,18,1,2,2,1,"","",2,2,2,2,1,1,16,1,2,1,2,2,2,2,12,72,0.89,0.89,0.45,0,1.34,1,1,600,48,73.7,1,1,1,2,1,2,2,2,2,1,48,72.2,18.2,31,0,31,5,2,1,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,28.8,0,0,2241,598,1343,0,0,0,1,1
="22",="47",="0002",="04",="000",="1",1,1,2,2,6,2,1,1,1,2,2,9,1,2,1,1,1,2,1,9,"",2,1,2,1,1,0,1,1,1,1,1,1,2,15,2,2,2,1,1,1,2,2,1,2,1,2,19,1,2,1,2,1,3,2,12,70,5.76,0,0,0,0.41,1,1,600,560,73.5,1,1,1,2,1,2,2,2,2,1,48,76.3,8.9,34,0,33.08,2,1,1,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,32,8.3,9.6,2432,370,864,2521060,1950595,98523,1,1
="22",="47",="0002",="05",="000",="1",2,1,2,2,7,2,1,2,2,2,1,10,2,1,1,1,2,1,1,9,"",2,1,2,1,2,0,1,2,2,2,2,2,2,21,2,2,2,2,1,1,1,2,1,2,2,2,20,1,1,2,2,2,2,2,12,79,0.93,0.46,0,0,0.46,1,1,600,550,73.7,1,2,1,1,2,2,2,2,2,1,48,73.8,14.4,32,0,33,5,1,1,8,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,30.9,7.28,0,2160,500,709,0,0,0,1,2
="22",="47",="0002",="06",="000",="1",2,2,2,2,8,2,1,1,1,2,2,9,0,0,0,0,2,2,1,5,"",2,1,1,1,2,0,"","",2,2,"",2,2,15,2,2,2,2,2,2,2,2,1,1,2,1,21,1,2,2,2,2,3,3,15,73,0,0,2.56,0,0,1,1,600,560,74,1,1,1,2,2,2,2,2,2,3,8,67,6,33,0,33,2,1,1,8,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,33,9.7,9.6,71,71,0,25210609666,19505950165,985234428,1,1
="22",="47",="0002",="07",="000",="1",2,2,1,2,7,2,1,2,2,2,2,11,0,0,1,2,2,1,1,7,"",2,1,2,1,2,0,2,2,2,2,2,2,2,22,2,2,2,"",2,2,2,2,1,2,2,2,21,1,2,1,2,2,3,3,14,82,0,0,0,2.27,0,1,1,600,466,73.7,1,1,1,2,2,1,1,2,2,3,32,70.2,9.4,44,0,44,3,2,1,8,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,34.1,9.6,0,441,441,0,0,0,0,1,1
="22",="47",="0002",="08",="000",="1",1,2,1,1,5,2,1,2,2,2,2,11,2,2,"",2,2,1,1,10,"",2,1,2,1,2,0,2,2,2,2,2,2,2,22,2,2,2,2,2,2,2,2,2,2,1,1,22,1,2,2,2,2,2,3,14,84,0,0,0,0,0,1,1,600,0,737,1,1,1,2,2,1,2,2,2,1,32,702,94,21,0,21,2,2,1,8,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,332,93,0,1100,354,483,0,0,0,1,1
="22",="47",="0002",="09",="000",="1",2,2,2,2,8,2,1,2,2,2,2,11,1,1,2,2,2,1,1,10,"",2,1,2,1,2,2,1,2,2,2,2,2,2,23,2,2,2,2,1,1,2,2,1,2,2,2,21,2,2,2,2,2,2,3,15,88,0,0,0,1.26,5.03,1,1,560,73.57,81.2,1,1,1,1,2,2,2,2,1,1,20,81.2,9.8,32.85,0,34,2.31,2,1,8,1,1,1,1,1,4,1,1,2,2,2,2,2,2,1,42.5,15,9.6,796,63,157,25210609,19505950,985234,1,1
="22",="47",="0002",="10",="000",="1",1,2,1,1,5,1,1,2,2,2,2,10,2,2,2,2,1,2,2,13,"",2,1,2,1,2,0,1,1,2,1,1,2,0,16,2,2,2,0,0,1,2,2,2,2,2,2,19,1,2,2,2,2,1,2,12,75,4.87,0,2.44,0,0,1,1,600,560,73.57,1,1,1,2,2,2,2,1,2,6,40,63.9,43.2,23.54,0,23,23,2,1,8,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,36.9,9.6,9.6,1231,102,347,25210609,19505950,985234,1,1
="22",="47",="0002",="11",="000",="1",2,1,2,2,7,2,1,1,2,2,2,10,0,2,2,1,1,2,1,9,"",2,1,2,0,2,0,2,2,2,2,2,2,2,21,2,2,2,2,2,0,2,2,1,2,2,2,21,2,2,2,2,2,2,2,14,82,1.43,0,0.48,0.48,3.8,1,1,560,73.57,73.57,1,1,1,2,1,2,2,2,1,1,48,82.1,13.2,29.5,0,21,3.85,1,1,8,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,31.1,7.7,9.6,2105,557,1023,25210609666,19505950165,985234428,1,2
="22",="47",="0002",="12",="000",="1",2,1,2,2,7,2,1,1,2,2,1,9,2,2,2,2,2,1,1,12,"",2,1,2,1,2,0,2,2,2,2,2,2,0,20,1,2,2,1,1,1,2,2,2,2,2,2,20,1,2,2,2,2,3,2,14,82,1.16,0,0.39,0.39,3.48,1,1,600,560,73.7,1,1,1,2,1,2,2,2,2,1,48,88.2,10.7,31,0,31,4,1,1,8,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,30.1,5.8,5.8,2584,589,835,25210609666,19505950165,985234428,1,2
="22",="47",="0002",="13",="000",="1",1,2,1,1,5,1,2,1,1,2,2,9,2,2,2,2,2,1,2,13,"",2,2,2,2,2,0,1,2,1,2,1,1,2,20,2,2,2,1,1,1,2,2,1,2,2,2,20,1,2,2,2,2,3,2,14,81,0.82,0,0.41,0.82,0.82,1,1,600,560,73.57,1,1,1,2,1,2,2,2,2,1,48,90.2,15.8,35,0,35,4,2,1,8,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,32.5,8.2,9.6,2446,153,549,25.21,19.505,985.234,1,2
="22",="47",="0002",="14",="000",="1",2,1,1,2,6,2,2,2,2,2,2,12,1,2,2,1,2,1,1,10,"",2,2,2,2,2,0,1,2,2,2,2,2,2,23,2,2,2,2,2,1,2,2,2,2,1,1,21,2,1,2,2,2,2,2,13,85,4.89,0.75,0,0,0.75,1,1,600,560,73.57,1,1,1,1,2,2,2,2,2,1,48,76.8,15.4,31.5,0,31,6,1,1,8,1,1,1,1,1,1|2,1,1,2,2,2,2,2,2,1,30.5,5.9,0,2659,527,2659,25210609666,19505950165,985234428,2,1
="22",="47",="0002",="15",="000",="1",2,1,1,2,6,1,2,1,2,2,2,10,2,1,2,1,2,1,1,10,"",2,2,1,1,2,0,2,2,2,2,2,2,0,20,2,1,2,0,0,1,2,2,1,2,2,2,17,1,2,1,2,2,2,2,12,75,1.25,0,0,0,2.91,1,1,600,560,73.57,1,2,1,2,1,2,2,2,2,1,47,83.6,9.8,0,0,35,3,1,3,8,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,31.2,6.7,9,9.6,254,1029,25210609666,19505950165,985234428,1,1
="22",="47",="0002",="16",="000",="1",2,2,2,2,8,2,1,2,2,2,2,11,2,1,2,2,2,1,2,12,"",2,2,2,2,2,0,2,2,2,2,2,2,2,24,2,2,2,2,1,1,2,2,2,2,2,2,22,2,2,2,2,2,3,3,16,93,0,0,0,0,0,1,1,600,560,73.57,1,1,1,1,2,2,2,2,2,5,37,38.4,13.3,32.77,0,33,0.77,2,1,8,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,32.1,8.1,9.6,187,28,132,25210609,19505950,985234,1,1
="22",="47",="0002",="17",="000",="1",1,2,1,1,5,1,1,1,1,2,2,8,0,0,0,0,0,1,1,2,"",1,1,1,1,2,1,1,2,0,0,0,0,2,12,2,2,2,0,1,1,2,2,1,2,1,1,17,1,1,2,2,2,3,3,14,58,2.92,0,11.66,0,0,1,1,600,550,73.7,1,2,1,1,2,2,2,2,2,9,6,66.1,8,25,0,19,0,2,1,8,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,36,10.6,0,343,285,55,0,0,0,1,1
